other import 0.0010001659393310547
         202661 function calls (198117 primitive calls) in 0.516 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 contextlib.py:486(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 coo.py:5(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.016    0.016 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       14    0.000    0.000    0.000    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6490(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6675(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6801(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6806(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8136(_convert2ma)
       14    0.000    0.000    0.000    0.000 core.py:8149(__init__)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
       14    0.000    0.000    0.000    0.000 core.py:8154(getdoc)
       14    0.000    0.000    0.000    0.000 core.py:8166(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:990(__init__)
        4    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.000    0.000 crystal.py:120(Crystal)
        1    0.000    0.000    0.000    0.000 crystal.py:13(Atom)
        1    0.000    0.000    0.312    0.312 crystal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:5(<module>)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:373(<dictcomp>)
        1    0.000    0.000    0.000    0.000 data.py:5(<module>)
        1    0.000    0.000    0.000    0.000 database.py:1(<module>)
        1    0.000    0.000    0.000    0.000 database.py:5(db_entry)
        1    0.000    0.000    0.000    0.000 database.py:9(Database)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1(<module>)
        4    0.000    0.000    0.016    0.004 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.000    0.000 dataclasses.py:156(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:161(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:168(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:177(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:178(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:203(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
       36    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:291(_DataclassParams)
        4    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
       36    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
        8    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        8    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       12    0.000    0.000    0.000    0.000 dataclasses.py:377(_create_fn)
       66    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
       36    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
       36    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
       36    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        4    0.000    0.000    0.000    0.000 dataclasses.py:489(_init_fn)
        4    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:523(<genexpr>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:539(_repr_fn)
        4    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
       36    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
       36    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
       36    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
       12    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        4    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        4    0.000    0.000    0.016    0.004 dataclasses.py:809(_process_class)
        4    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        4    0.000    0.000    0.016    0.004 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:127(update)
        7    0.000    0.000    0.000    0.000 decorator.py:144(make)
        7    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        7    0.000    0.000    0.000    0.000 decorator.py:177(create)
       14    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        6    0.000    0.000    0.000    0.000 decorator.py:200(decorate)
        1    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 decorator.py:30(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        7    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.016    0.016 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
      405    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
      405    0.000    0.000    0.000    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 dok.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        4    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        7    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
       69    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        9    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        9    0.000    0.000    0.000    0.000 enum.py:179(__new__)
        9    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
       95    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        9    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
       95    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      217    0.016    0.000    0.031    0.000 enum.py:358(__call__)
        9    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        4    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
       40    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
       95    0.000    0.000    0.016    0.000 enum.py:44(_is_private)
        6    0.000    0.000    0.000    0.000 enum.py:443(__members__)
      125    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
        6    0.000    0.000    0.016    0.003 enum.py:475(_create_)
        6    0.000    0.000    0.016    0.003 enum.py:528(_convert_)
        6    0.000    0.000    0.000    0.000 enum.py:545(<listcomp>)
       41    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       24    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       24    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        9    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
      211    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       17    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
       63    0.000    0.000    0.000    0.000 enum.py:792(value)
        9    0.000    0.000    0.000    0.000 enum.py:81(__init__)
       95    0.000    0.000    0.016    0.000 enum.py:88(__setitem__)
        4    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        7    0.000    0.000    0.000    0.000 enum.py:971(__or__)
       57    0.000    0.000    0.016    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 extract.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1527(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 flinalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:44(_compile_pattern)
        1    0.000    0.000    0.000    0.000 fnmatch.py:54(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
      322    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      322    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      322    0.000    0.000    0.000    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
      738    0.016    0.000    0.031    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        2    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      736    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:958(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:964(__set_name__)
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       38    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:158(_register_known_types)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:458(__new__)
        2    0.000    0.000    0.000    0.000 getlimits.py:491(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        9    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        6    0.000    0.000    0.000    0.000 getlimits.py:672(max)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.016    0.016 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:11(glob)
       34    0.000    0.000    0.000    0.000 glob.py:117(_iterdir)
        1    0.000    0.000    0.000    0.000 glob.py:134(_listdir)
        3    0.000    0.000    0.000    0.000 glob.py:152(has_magic)
       34    0.000    0.000    0.000    0.000 glob.py:159(_ishidden)
        1    0.000    0.000    0.000    0.000 glob.py:24(iglob)
       34    0.000    0.000    0.000    0.000 glob.py:42(_iglob)
        1    0.000    0.000    0.000    0.000 glob.py:82(_glob1)
       34    0.000    0.000    0.000    0.000 glob.py:85(<genexpr>)
        1    0.000    0.000    0.000    0.000 handlers.py:1070(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1168(HTTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1258(BufferingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1315(MemoryHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1392(QueueHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1461(QueueListener)
        1    0.000    0.000    0.000    0.000 handlers.py:17(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:200(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:448(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:45(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:520(SocketHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:687(DatagramHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:729(SysLogHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:990(SMTPHandler)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.016    0.016 implemented_databases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:34(atom_entry)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:46(Database_atom)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:71(isotope_entry)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:92(Database_isotope)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:96(__init__)
        1    0.000    0.000    0.000    0.000 implemented_databases.py:99(load)
        1    0.000    0.000    0.000    0.000 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        1    0.000    0.000    0.016    0.016 inspect.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
       27    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
       29    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        9    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 inspect.py:1840(_signature_bound_method)
        3    0.000    0.000    0.000    0.000 inspect.py:1866(_signature_is_builtin)
        3    0.000    0.000    0.000    0.000 inspect.py:1878(_signature_is_functionlike)
       10    0.000    0.000    0.000    0.000 inspect.py:2152(_signature_from_function)
    13/10    0.016    0.001    0.016    0.002 inspect.py:2246(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2429(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2433(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2437(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2466(Parameter)
       83    0.000    0.000    0.000    0.000 inspect.py:2498(__init__)
      163    0.000    0.000    0.000    0.000 inspect.py:2548(name)
      120    0.000    0.000    0.000    0.000 inspect.py:2552(default)
       56    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
      134    0.000    0.000    0.000    0.000 inspect.py:2560(kind)
       24    0.000    0.000    0.000    0.000 inspect.py:2582(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:2621(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2751(Signature)
       13    0.000    0.000    0.000    0.000 inspect.py:2781(__init__)
       93    0.000    0.000    0.000    0.000 inspect.py:2830(<genexpr>)
        3    0.000    0.000    0.016    0.005 inspect.py:2859(from_callable)
        3    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
       13    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
       13    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
        3    0.000    0.000    0.000    0.000 inspect.py:2873(replace)
        3    0.000    0.000    0.000    0.000 inspect.py:3065(__str__)
        3    0.000    0.000    0.016    0.005 inspect.py:3111(signature)
        6    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
        6    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
       28    0.000    0.000    0.000    0.000 inspect.py:626(cleandoc)
        7    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:774(ClassFoundException)
        1    0.000    0.000    0.000    0.000 inspect.py:778(_ClassFinder)
        3    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 inspect.py:922(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:924(BlockFinder)
        1    0.000    0.000    0.000    0.000 interface.py:5(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 iterative.py:1(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 lapack.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:850(backtickrepl)
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lattice.py:10(Lattice)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.016    0.016 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
