# List of space groups implemented in th python `spglib`
# number international_short international_full international schoenflies hall_number hall_symbol choice pointgroup_international pointgroup_schoenflies arithmetic_crystal_class_number arithmetic_crystal_class_symbol
1    P1          P 1                  P 1                              C1^1    1    P 1             std    1      C1   1   1P     
46   Im2a        I m 2 a              I m 2 a                          C2v^22  226  I -2a -2a       a-cb   mm2    C2v  17  mm2I   
47   Pmmm        P 2/m 2/m 2/m        P m m m                          D2h^1   227  -P 2 2          std    mmm    D2h  18  mmmP   
48   Pnnn        P 2/n 2/n 2/n        P n n n                          D2h^2   228  P 2 2 -1n       1      mmm    D2h  18  mmmP   
48   Pnnn        P 2/n 2/n 2/n        P n n n                          D2h^2   229  -P 2ab 2bc      2      mmm    D2h  18  mmmP   
49   Pccm        P 2/c 2/c 2/m        P c c m                          D2h^3   230  -P 2 2c         std    mmm    D2h  18  mmmP   
49   Pmaa        P 2/m 2/a 2/a        P m a a                          D2h^3   231  -P 2a 2         cab    mmm    D2h  18  mmmP   
49   Pbmb        P 2/b 2/m 2/b        P b m b                          D2h^3   232  -P 2b 2b        bca    mmm    D2h  18  mmmP   
50   Pban        P 2/b 2/a 2/n        P b a n                          D2h^4   233  P 2 2 -1ab      1      mmm    D2h  18  mmmP   
50   Pban        P 2/b 2/a 2/n        P b a n                          D2h^4   234  -P 2ab 2b       2      mmm    D2h  18  mmmP   
50   Pncb        P 2/n 2/c 2/b        P n c b                          D2h^4   235  P 2 2 -1bc      1cab   mmm    D2h  18  mmmP   
50   Pncb        P 2/n 2/c 2/b        P n c b                          D2h^4   236  -P 2b 2bc       2cab   mmm    D2h  18  mmmP   
50   Pcna        P 2/c 2/n 2/a        P c n a                          D2h^4   237  P 2 2 -1ac      1bca   mmm    D2h  18  mmmP   
50   Pcna        P 2/c 2/n 2/a        P c n a                          D2h^4   238  -P 2a 2c        2bca   mmm    D2h  18  mmmP   
51   Pmma        P 2_1/m 2/m 2/a      P m m a                          D2h^5   239  -P 2a 2a        std    mmm    D2h  18  mmmP   
51   Pmmb        P 2/m 2_1/m 2/b      P m m b                          D2h^5   240  -P 2b 2         ba-c   mmm    D2h  18  mmmP   
51   Pbmm        P 2/b 2_1/m 2/m      P b m m                          D2h^5   241  -P 2 2b         cab    mmm    D2h  18  mmmP   
51   Pcmm        P 2/c 2/m 2_1/m      P c m m                          D2h^5   242  -P 2c 2c        -cba   mmm    D2h  18  mmmP   
51   Pmcm        P 2/m 2/c 2_1/m      P m c m                          D2h^5   243  -P 2c 2         bca    mmm    D2h  18  mmmP   
51   Pmam        P 2_1/m 2/a 2/m      P m a m                          D2h^5   244  -P 2 2a         a-cb   mmm    D2h  18  mmmP   
52   Pnna        P 2/n 2_1/n 2/a      P n n a                          D2h^6   245  -P 2a 2bc       std    mmm    D2h  18  mmmP   
52   Pnnb        P 2_1/n 2/n 2/b      P n n b                          D2h^6   246  -P 2b 2n        ba-c   mmm    D2h  18  mmmP   
52   Pbnn        P 2/b 2/n 2_1/n      P b n n                          D2h^6   247  -P 2n 2b        cab    mmm    D2h  18  mmmP   
52   Pcnn        P 2/c 2_1/n 2/n      P c n n                          D2h^6   248  -P 2ab 2c       -cba   mmm    D2h  18  mmmP   
52   Pncn        P 2_1/n 2/c 2/n      P n c n                          D2h^6   249  -P 2ab 2n       bca    mmm    D2h  18  mmmP   
52   Pnan        P 2/n 2/a 2_1/n      P n a n                          D2h^6   250  -P 2n 2bc       a-cb   mmm    D2h  18  mmmP   
53   Pmna        P 2/m 2/n 2_1/a      P m n a                          D2h^7   251  -P 2ac 2        std    mmm    D2h  18  mmmP   
53   Pnmb        P 2/n 2/m 2_1/b      P n m b                          D2h^7   252  -P 2bc 2bc      ba-c   mmm    D2h  18  mmmP   
53   Pbmn        P 2_1/b 2/m 2/n      P b m n                          D2h^7   253  -P 2ab 2ab      cab    mmm    D2h  18  mmmP   
53   Pcnm        P 2_1/c 2/n 2/m      P c n m                          D2h^7   254  -P 2 2ac        -cba   mmm    D2h  18  mmmP   
53   Pncm        P 2/n 2_1/c 2/m      P n c m                          D2h^7   255  -P 2 2bc        bca    mmm    D2h  18  mmmP   
53   Pman        P 2/m 2_1/a 2/n      P m a n                          D2h^7   256  -P 2ab 2        a-cb   mmm    D2h  18  mmmP   
54   Pcca        P 2_1/c 2/c 2/a      P c c a                          D2h^8   257  -P 2a 2ac       std    mmm    D2h  18  mmmP   
54   Pccb        P 2/c 2_1/c 2/b      P c c b                          D2h^8   258  -P 2b 2c        ba-c   mmm    D2h  18  mmmP   
54   Pbaa        P 2/b 2_1/a 2/a      P b a a                          D2h^8   259  -P 2a 2b        cab    mmm    D2h  18  mmmP   
54   Pcaa        P 2/c 2/a 2_1/a      P c a a                          D2h^8   260  -P 2ac 2c       -cba   mmm    D2h  18  mmmP   
54   Pbcb        P 2/b 2/c 2_1/b      P b c b                          D2h^8   261  -P 2bc 2b       bca    mmm    D2h  18  mmmP   
54   Pbab        P 2_1/b 2/a 2/b      P b a b                          D2h^8   262  -P 2b 2ab       a-cb   mmm    D2h  18  mmmP   
55   Pbam        P 2_1/b 2_1/a 2/m    P b a m                          D2h^9   263  -P 2 2ab        std    mmm    D2h  18  mmmP   
55   Pmcb        P 2/m 2_1/c 2_1/b    P m c b                          D2h^9   264  -P 2bc 2        cab    mmm    D2h  18  mmmP   
55   Pcma        P 2_1/c 2/m 2_1/a    P c m a                          D2h^9   265  -P 2ac 2ac      bca    mmm    D2h  18  mmmP   
56   Pccn        P 2_1/c 2_1/c 2/n    P c c n                          D2h^10  266  -P 2ab 2ac      std    mmm    D2h  18  mmmP   
56   Pnaa        P 2/n 2_1/a 2_1/a    P n a a                          D2h^10  267  -P 2ac 2bc      cab    mmm    D2h  18  mmmP   
56   Pbnb        P 2_1/b 2/n 2_1/b    P b n b                          D2h^10  268  -P 2bc 2ab      bca    mmm    D2h  18  mmmP   
57   Pbcm        P 2/b 2_1/c 2_1/m    P b c m                          D2h^11  269  -P 2c 2b        std    mmm    D2h  18  mmmP   
57   Pcam        P 2_1/c 2/a 2_1/m    P c a m                          D2h^11  270  -P 2c 2ac       ba-c   mmm    D2h  18  mmmP   
57   Pmca        P 2_1/m 2/c 2_1/a    P m c a                          D2h^11  271  -P 2ac 2a       cab    mmm    D2h  18  mmmP   
57   Pmab        P 2_1/m 2_1/a 2/b    P m a b                          D2h^11  272  -P 2b 2a        -cba   mmm    D2h  18  mmmP   
57   Pbma        P 2_1/b 2_1/m 2/a    P b m a                          D2h^11  273  -P 2a 2ab       bca    mmm    D2h  18  mmmP   
57   Pcmb        P 2/c 2_1/m 2_1/b    P c m b                          D2h^11  274  -P 2bc 2c       a-cb   mmm    D2h  18  mmmP   
58   Pnnm        P 2_1/n 2_1/n 2/m    P n n m                          D2h^12  275  -P 2 2n         std    mmm    D2h  18  mmmP   
58   Pmnn        P 2/m 2_1/n 2_1/n    P m n n                          D2h^12  276  -P 2n 2         cab    mmm    D2h  18  mmmP   
58   Pnmn        P 2_1/n 2/m 2_1/n    P n m n                          D2h^12  277  -P 2n 2n        bca    mmm    D2h  18  mmmP   
59   Pmmn        P 2_1/m 2_1/m 2/n    P m m n                          D2h^13  278  P 2 2ab -1ab    1      mmm    D2h  18  mmmP   
59   Pmmn        P 2_1/m 2_1/m 2/n    P m m n                          D2h^13  279  -P 2ab 2a       2      mmm    D2h  18  mmmP   
59   Pnmm        P 2/n 2_1/m 2_1/m    P n m m                          D2h^13  280  P 2bc 2 -1bc    1cab   mmm    D2h  18  mmmP   
59   Pnmm        P 2/n 2_1/m 2_1/m    P n m m                          D2h^13  281  -P 2c 2bc       2cab   mmm    D2h  18  mmmP   
59   Pmnm        P 2_1/m 2/n 2_1/m    P m n m                          D2h^13  282  P 2ac 2ac -1ac  1bca   mmm    D2h  18  mmmP   
59   Pmnm        P 2_1/m 2/n 2_1/m    P m n m                          D2h^13  283  -P 2c 2a        2bca   mmm    D2h  18  mmmP   
60   Pbcn        P 2_1/b 2/c 2_1/n    P b c n                          D2h^14  284  -P 2n 2ab       std    mmm    D2h  18  mmmP   
60   Pcan        P 2/c 2_1/a 2_1/n    P c a n                          D2h^14  285  -P 2n 2c        ba-c   mmm    D2h  18  mmmP   
60   Pnca        P 2_1/n 2_1/c 2/a    P n c a                          D2h^14  286  -P 2a 2n        cab    mmm    D2h  18  mmmP   
60   Pnab        P 2_1/n 2/a 2_1/b    P n a b                          D2h^14  287  -P 2bc 2n       -cba   mmm    D2h  18  mmmP   
60   Pbna        P 2/b 2_1/n 2_1/a    P b n a                          D2h^14  288  -P 2ac 2b       bca    mmm    D2h  18  mmmP   
60   Pcnb        P 2_1/c 2_1/n 2/b    P c n b                          D2h^14  289  -P 2b 2ac       a-cb   mmm    D2h  18  mmmP   
61   Pbca        P 2_1/b 2_1/c 2_1/a  P b c a                          D2h^15  290  -P 2ac 2ab      std    mmm    D2h  18  mmmP   
61   Pcab        P 2_1/c 2_1/a 2_1/b  P c a b                          D2h^15  291  -P 2bc 2ac      ba-c   mmm    D2h  18  mmmP   
62   Pnma        P 2_1/n 2_1/m 2_1/a  P n m a                          D2h^16  292  -P 2ac 2n       std    mmm    D2h  18  mmmP   
62   Pmnb        P 2_1/m 2_1/n 2_1/b  P m n b                          D2h^16  293  -P 2bc 2a       ba-c   mmm    D2h  18  mmmP   
62   Pbnm        P 2_1/b 2_1/n 2_1/m  P b n m                          D2h^16  294  -P 2c 2ab       cab    mmm    D2h  18  mmmP   
62   Pcmn        P 2_1/c 2_1/m 2_1/n  P c m n                          D2h^16  295  -P 2n 2ac       -cba   mmm    D2h  18  mmmP   
62   Pmcn        P 2_1/m 2_1/c 2_1/n  P m c n                          D2h^16  296  -P 2n 2a        bca    mmm    D2h  18  mmmP   
62   Pnam        P 2_1/n 2_1/a 2_1/m  P n a m                          D2h^16  297  -P 2c 2n        a-cb   mmm    D2h  18  mmmP   
63   Cmcm        C 2/m 2/c 2_1/m      C m c m                          D2h^17  298  -C 2c 2         std    mmm    D2h  19  mmmC   
63   Ccmm        C 2/c 2/m 2_1/m      C c m m                          D2h^17  299  -C 2c 2c        ba-c   mmm    D2h  19  mmmC   
63   Amma        A 2_1/m 2/m 2/a      A m m a                          D2h^17  300  -A 2a 2a        cab    mmm    D2h  19  mmmC   
63   Amam        A 2_1/m 2/a 2/m      A m a m                          D2h^17  301  -A 2 2a         -cba   mmm    D2h  19  mmmC   
63   Bbmm        B 2/b 2_1/m 2/m      B b m m                          D2h^17  302  -B 2 2b         bca    mmm    D2h  19  mmmC   
63   Bmmb        B 2/m 2_1/m 2/b      B m m b                          D2h^17  303  -B 2b 2         a-cb   mmm    D2h  19  mmmC   
64   Cmce        C 2/m 2/c 2_1/e      C m c e                          D2h^18  304  -C 2ac 2        std    mmm    D2h  19  mmmC   
64   Ccme        C 2/c 2/m 2_1/e      C c m e                          D2h^18  305  -C 2ac 2ac      ba-c   mmm    D2h  19  mmmC   
64   Aema        A 2_1/e 2/m 2/a      A e m a                          D2h^18  306  -A 2ab 2ab      cab    mmm    D2h  19  mmmC   
64   Aeam        A 2_1/e 2/a 2/m      A e a m                          D2h^18  307  -A 2 2ab        -cba   mmm    D2h  19  mmmC   
64   Bbem        B 2/b 2_1/e 2/m      B b e m                          D2h^18  308  -B 2 2ab        bca    mmm    D2h  19  mmmC   
64   Bmeb        B 2/m 2_1/e 2/b      B m e b                          D2h^18  309  -B 2ab 2        a-cb   mmm    D2h  19  mmmC   
65   Cmmm        C 2/m 2/m 2/m        C m m m                          D2h^19  310  -C 2 2          std    mmm    D2h  19  mmmC   
65   Ammm        A 2/m 2/m 2/m        A m m m                          D2h^19  311  -A 2 2          cab    mmm    D2h  19  mmmC   
65   Bmmm        B 2/m 2/m 2/m        B m m m                          D2h^19  312  -B 2 2          bca    mmm    D2h  19  mmmC   
66   Cccm        C 2/c 2/c 2/m        C c c m                          D2h^20  313  -C 2 2c         std    mmm    D2h  19  mmmC   
66   Amaa        A 2/m 2/a 2/a        A m a a                          D2h^20  314  -A 2a 2         cab    mmm    D2h  19  mmmC   
66   Bbmb        B 2/b 2/m 2/b        B b m b                          D2h^20  315  -B 2b 2b        bca    mmm    D2h  19  mmmC   
67   Cmme        C 2/m 2/m 2/e        C m m e                          D2h^21  316  -C 2a 2         std    mmm    D2h  19  mmmC   
67   Cmme        C 2/m 2/m 2/e        C m m e                          D2h^21  317  -C 2a 2a        ba-c   mmm    D2h  19  mmmC   
67   Aemm        A 2/e 2/m 2/m        A e m m                          D2h^21  318  -A 2b 2b        cab    mmm    D2h  19  mmmC   
67   Aemm        A 2/e 2/m 2/m        A e m m                          D2h^21  319  -A 2 2b         -cba   mmm    D2h  19  mmmC   
67   Bmem        B 2/m 2/e 2/m        B m e m                          D2h^21  320  -B 2 2a         bca    mmm    D2h  19  mmmC   
67   Bmem        B 2/m 2/e 2/m        B m e m                          D2h^21  321  -B 2a 2         a-cb   mmm    D2h  19  mmmC   
68   Ccce        C 2/c 2/c 2/e        C c c e                          D2h^22  322  C 2 2 -1ac      1      mmm    D2h  19  mmmC   
68   Ccce        C 2/c 2/c 2/e        C c c e                          D2h^22  323  -C 2a 2ac       2      mmm    D2h  19  mmmC   
68   Ccce        C 2/c 2/c 2/e        C c c e                          D2h^22  324  C 2 2 -1ac      1ba-c  mmm    D2h  19  mmmC   
68   Ccce        C 2/c 2/c 2/e        C c c e                          D2h^22  325  -C 2a 2c        2ba-c  mmm    D2h  19  mmmC   
68   Aeaa        A 2/e 2/a 2/a        A e a a                          D2h^22  326  A 2 2 -1ab      1cab   mmm    D2h  19  mmmC   
68   Aeaa        A 2/e 2/a 2/a        A e a a                          D2h^22  327  -A 2a 2b        2cab   mmm    D2h  19  mmmC   
68   Aeaa        A 2/e 2/a 2/a        A e a a                          D2h^22  328  A 2 2 -1ab      1-cba  mmm    D2h  19  mmmC   
68   Aeaa        A 2/e 2/a 2/a        A e a a                          D2h^22  329  -A 2ab 2b       2-cba  mmm    D2h  19  mmmC   
68   Bbeb        B 2/b 2/e 2/b        B b e b                          D2h^22  330  B 2 2 -1ab      1bca   mmm    D2h  19  mmmC   
68   Bbcb        B 2/b 2/e 2/b        B b c b                          D2h^22  331  -B 2ab 2b       2bca   mmm    D2h  19  mmmC   
68   Bbeb        B 2/b 2/e 2/b        B b e b                          D2h^22  332  B 2 2 -1ab      1a-cb  mmm    D2h  19  mmmC   
68   Bbeb        B 2/b 2/e 2/b        B b e b                          D2h^22  333  -B 2b 2ab       2a-cb  mmm    D2h  19  mmmC   
69   Fmmm        F 2/m 2/m 2/m        F m m m                          D2h^23  334  -F 2 2          std    mmm    D2h  20  mmmF   
70   Fddd        F 2/d 2/d 2/d        F d d d                          D2h^24  335  F 2 2 -1d       1      mmm    D2h  20  mmmF   
70   Fddd        F 2/d 2/d 2/d        F d d d                          D2h^24  336  -F 2uv 2vw      2      mmm    D2h  20  mmmF   
71   Immm        I 2/m 2/m 2/m        I m m m                          D2h^25  337  -I 2 2          std    mmm    D2h  21  mmmI   
72   Ibam        I 2/b 2/a 2/m        I b a m                          D2h^26  338  -I 2 2c         std    mmm    D2h  21  mmmI   
72   Imcb        I 2/m 2/c 2/b        I m c b                          D2h^26  339  -I 2a 2         cab    mmm    D2h  21  mmmI   
72   Icma        I 2/c 2/m 2/a        I c m a                          D2h^26  340  -I 2b 2b        bca    mmm    D2h  21  mmmI   
73   Ibca        I 2/b 2/c 2/a        I b c a                          D2h^27  341  -I 2b 2c        std    mmm    D2h  21  mmmI   
73   Icab        I 2/c 2/a 2/b        I c a b                          D2h^27  342  -I 2a 2b        ba-c   mmm    D2h  21  mmmI   
74   Imma        I 2/m 2/m 2/a        I m m a                          D2h^28  343  -I 2b 2         std    mmm    D2h  21  mmmI   
74   Immb        I 2/m 2/m 2/b        I m m b                          D2h^28  344  -I 2a 2a        ba-c   mmm    D2h  21  mmmI   
74   Ibmm        I 2/b 2/m 2/m        I b m m                          D2h^28  345  -I 2c 2c        cab    mmm    D2h  21  mmmI   
74   Icmm        I 2/c 2/m 2/m        I c m m                          D2h^28  346  -I 2 2b         -cba   mmm    D2h  21  mmmI   
74   Imcm        I 2/m 2/c 2/m        I m c m                          D2h^28  347  -I 2 2a         bca    mmm    D2h  21  mmmI   
74   Imam        I 2/m 2/a 2/m        I m a m                          D2h^28  348  -I 2c 2         a-cb   mmm    D2h  21  mmmI   
75   P4          P 4                  P 4                              C4^1    349  P 4             std    4      C4   22  4P     
76   P4_1        P 4_1                P 4_1                            C4^2    350  P 4w            std    4      C4   22  4P     
77   P4_2        P 4_2                P 4_2                            C4^3    351  P 4c            std    4      C4   22  4P     
78   P4_3        P 4_3                P 4_3                            C4^4    352  P 4cw           std    4      C4   22  4P     
79   I4          I 4                  I 4                              C4^5    353  I 4             std    4      C4   23  4I     
80   I4_1        I 4_1                I 4_1                            C4^6    354  I 4bw           std    4      C4   23  4I     
81   P-4         P -4                 P -4                             S4^1    355  P -4            std    -4     S4   24  -4P    
82   I-4         I -4                 I -4                             S4^2    356  I -4            std    -4     S4   25  -4I    
83   P4/m        P 4/m                P 4/m                            C4h^1   357  -P 4            std    4/m    C4h  26  4/mP   
84   P4_2/m      P 4_2/m              P 4_2/m                          C4h^2   358  -P 4c           std    4/m    C4h  26  4/mP   
85   P4/n        P 4/n                P 4/n                            C4h^3   359  P 4ab -1ab      1      4/m    C4h  26  4/mP   
85   P4/n        P 4/n                P 4/n                            C4h^3   360  -P 4a           2      4/m    C4h  26  4/mP   
86   P4_2/n      P 4_2/n              P 4_2/n                          C4h^4   361  P 4n -1n        1      4/m    C4h  26  4/mP   
86   P4_2/n      P 4_2/n              P 4_2/n                          C4h^4   362  -P 4bc          2      4/m    C4h  26  4/mP   
87   I4/m        I 4/m                I 4/m                            C4h^5   363  -I 4            std    4/m    C4h  27  4/mI   
88   I4_1/a      I 4_1/a              I 4_1/a                          C4h^6   364  I 4bw -1bw      1      4/m    C4h  27  4/mI   
88   I4_1/a      I 4_1/a              I 4_1/a                          C4h^6   365  -I 4ad          2      4/m    C4h  27  4/mI   
89   P422        P 4 2 2              P 4 2 2                          D4^1    366  P 4 2           std    422    D4   28  422P   
90   P42_12      P 4 2_1 2            P 4 2_1 2                        D4^2    367  P 4ab 2ab       std    422    D4   28  422P   
91   P4_122      P 4_1 2 2            P 4_1 2 2                        D4^3    368  P 4w 2c         std    422    D4   28  422P   
92   P4_12_12    P 4_1 2_1 2          P 4_1 2_1 2                      D4^4    369  P 4abw 2nw      std    422    D4   28  422P   
93   P4_222      P 4_2 2 2            P 4_2 2 2                        D4^5    370  P 4c 2          std    422    D4   28  422P   
94   P4_22_12    P 4_2 2_1 2          P 4_2 2_1 2                      D4^6    371  P 4n 2n         std    422    D4   28  422P   
95   P4_322      P 4_3 2 2            P 4_3 2 2                        D4^7    372  P 4cw 2c        std    422    D4   28  422P   
96   P4_32_12    P 4_3 2_1 2          P 4_3 2_1 2                      D4^8    373  P 4nw 2abw      std    422    D4   28  422P   
97   I422        I 4 2 2              I 4 2 2                          D4^9    374  I 4 2           std    422    D4   29  422I   
98   I4_122      I 4_1 2 2            I 4_1 2 2                        D4^10   375  I 4bw 2bw       std    422    D4   29  422I   
99   P4mm        P 4 m m              P 4 m m                          C4v^1   376  P 4 -2          std    4mm    C4v  30  4mmP   
100  P4bm        P 4 b m              P 4 b m                          C4v^2   377  P 4 -2ab        std    4mm    C4v  30  4mmP   
101  P4_2cm      P 4_2 c m            P 4_2 c m                        C4v^3   378  P 4c -2c        std    4mm    C4v  30  4mmP   
102  P4_2nm      P 4_2 n m            P 4_2 n m                        C4v^4   379  P 4n -2n        std    4mm    C4v  30  4mmP   
103  P4cc        P 4 c c              P 4 c c                          C4v^5   380  P 4 -2c         std    4mm    C4v  30  4mmP   
104  P4nc        P 4 n c              P 4 n c                          C4v^6   381  P 4 -2n         std    4mm    C4v  30  4mmP   
105  P4_2mc      P 4_2 m c            P 4_2 m c                        C4v^7   382  P 4c -2         std    4mm    C4v  30  4mmP   
106  P4_2bc      P 4_2 b c            P 4_2 b c                        C4v^8   383  P 4c -2ab       std    4mm    C4v  30  4mmP   
107  I4mm        I 4 m m              I 4 m m                          C4v^9   384  I 4 -2          std    4mm    C4v  31  4mmI   
108  I4cm        I 4 c m              I 4 c m                          C4v^10  385  I 4 -2c         std    4mm    C4v  31  4mmI   
109  I4_1md      I 4_1 m d            I 4_1 m d                        C4v^11  386  I 4bw -2        std    4mm    C4v  31  4mmI   
110  I4_1cd      I 4_1 c d            I 4_1 c d                        C4v^12  387  I 4bw -2c       std    4mm    C4v  31  4mmI   
111  P-42m       P -4 2 m             P -4 2 m                         D2d^1   388  P -4 2          std    -42m   D2d  32  -42mP  
112  P-42c       P -4 2 c             P -4 2 c                         D2d^2   389  P -4 2c         std    -42m   D2d  32  -42mP  
113  P-42_1m     P -4 2_1 m           P -4 2_1 m                       D2d^3   390  P -4 2ab        std    -42m   D2d  32  -42mP  
114  P-42_1c     P -4 2_1 c           P -4 2_1 c                       D2d^4   391  P -4 2n         std    -42m   D2d  32  -42mP  
115  P-4m2       P -4 m 2             P -4 m 2                         D2d^5   392  P -4 -2         std    -42m   D2d  33  -4m2P  
116  P-4c2       P -4 c 2             P -4 c 2                         D2d^6   393  P -4 -2c        std    -42m   D2d  33  -4m2P  
117  P-4b2       P -4 b 2             P -4 b 2                         D2d^7   394  P -4 -2ab       std    -42m   D2d  33  -4m2P  
118  P-4n2       P -4 n 2             P -4 n 2                         D2d^8   395  P -4 -2n        std    -42m   D2d  33  -4m2P  
119  I-4m2       I -4 m 2             I -4 m 2                         D2d^9   396  I -4 -2         std    -42m   D2d  34  -4m2I  
120  I-4c2       I -4 c 2             I -4 c 2                         D2d^10  397  I -4 -2c        std    -42m   D2d  34  -4m2I  
121  I-42m       I -4 2 m             I -4 2 m                         D2d^11  398  I -4 2          std    -42m   D2d  35  -42mI  
122  I-42d       I -4 2 d             I -4 2 d                         D2d^12  399  I -4 2bw        std    -42m   D2d  35  -42mI  
123  P4/mmm      P 4/m 2/m 2/m        P 4/m m m                        D4h^1   400  -P 4 2          std    4/mmm  D4h  36  4/mmmP 
124  P4/mcc      P 4/m 2/c 2/c        P 4/m c c                        D4h^2   401  -P 4 2c         std    4/mmm  D4h  36  4/mmmP 
125  P4/nbm      P 4/n 2/b 2/m        P 4/n b m                        D4h^3   402  P 4 2 -1ab      1      4/mmm  D4h  36  4/mmmP 
125  P4/nbm      P 4/n 2/b 2/m        P 4/n b m                        D4h^3   403  -P 4a 2b        2      4/mmm  D4h  36  4/mmmP 
126  P4/nnc      P 4/n 2/n 2/c        P 4/n n c                        D4h^4   404  P 4 2 -1n       1      4/mmm  D4h  36  4/mmmP 
126  P4/nnc      P 4/n 2/n 2/c        P 4/n n c                        D4h^4   405  -P 4a 2bc       2      4/mmm  D4h  36  4/mmmP 
127  P4/mbm      P 4/m 2_1/b m        P 4/m b m                        D4h^5   406  -P 4 2ab        std    4/mmm  D4h  36  4/mmmP 
128  P4/mnc      P 4/m 2_1/n c        P 4/m n c                        D4h^6   407  -P 4 2n         std    4/mmm  D4h  36  4/mmmP 
129  P4/nmm      P 4/n 2_1/m m        P 4/n m m                        D4h^7   408  P 4ab 2ab -1ab  1      4/mmm  D4h  36  4/mmmP 
129  P4/nmm      P 4/n 2_1/m m        P 4/n m m                        D4h^7   409  -P 4a 2a        2      4/mmm  D4h  36  4/mmmP 
130  P4/ncc      P 4/n 2_1/c c        P 4/n c c                        D4h^8   410  P 4ab 2n -1ab   1      4/mmm  D4h  36  4/mmmP 
130  P4/ncc      P 4/n 2_1/c c        P 4/n c c                        D4h^8   411  -P 4a 2ac       2      4/mmm  D4h  36  4/mmmP 
131  P4_2/mmc    P 4_2/m 2/m 2/c      P 4_2/m m c                      D4h^9   412  -P 4c 2         std    4/mmm  D4h  36  4/mmmP 
132  P4_2/mcm    P 4_2/m 2/c 2/m      P 4_2/m c m                      D4h^10  413  -P 4c 2c        std    4/mmm  D4h  36  4/mmmP 
133  P4_2/nbc    P 4_2/n 2/b 2/c      P 4_2/n b c                      D4h^11  414  P 4n 2c -1n     1      4/mmm  D4h  36  4/mmmP 
133  P4_2/nbc    P 4_2/n 2/b 2/c      P 4_2/n b c                      D4h^11  415  -P 4ac 2b       2      4/mmm  D4h  36  4/mmmP 
134  P4_2/nnm    P 4_2/n 2/n 2/m      P 4_2/n n m                      D4h^12  416  P 4n 2 -1n      1      4/mmm  D4h  36  4/mmmP 
134  P4_2/nnm    P 4_2/n 2/n 2/m      P 4_2/n n m                      D4h^12  417  -P 4ac 2bc      2      4/mmm  D4h  36  4/mmmP 
135  P4_2/mbc    P 4_2/m 2_1/b 2/c    P 4_2/m b c                      D4h^13  418  -P 4c 2ab       std    4/mmm  D4h  36  4/mmmP 
136  P4_2/mnm    P 4_2/m 2_1/n 2/m    P 4_2/m n m                      D4h^14  419  -P 4n 2n        std    4/mmm  D4h  36  4/mmmP 
137  P4_2/nmc    P 4_2/n 2_1/m 2/c    P 4_2/n m c                      D4h^15  420  P 4n 2n -1n     1      4/mmm  D4h  36  4/mmmP 
137  P4_2/nmc    P 4_2/n 2_1/m 2/c    P 4_2/n m c                      D4h^15  421  -P 4ac 2a       2      4/mmm  D4h  36  4/mmmP 
138  P4_2/ncm    P 4_2/n 2_1/c 2/m    P 4_2/n c m                      D4h^16  422  P 4n 2ab -1n    1      4/mmm  D4h  36  4/mmmP 
138  P4_2/ncm    P 4_2/n 2_1/c 2/m    P 4_2/n c m                      D4h^16  423  -P 4ac 2ac      2      4/mmm  D4h  36  4/mmmP 
139  I4/mmm      I 4/m 2/m 2/m        I 4/m m m                        D4h^17  424  -I 4 2          std    4/mmm  D4h  37  4/mmmI 
140  I4/mcm      I 4/m 2/c 2/m        I 4/m c m                        D4h^18  425  -I 4 2c         std    4/mmm  D4h  37  4/mmmI 
141  I4_1/amd    I 4_1/a 2/m 2/d      I 4_1/a m d                      D4h^19  426  I 4bw 2bw -1bw  1      4/mmm  D4h  37  4/mmmI 
141  I4_1/amd    I 4_1/a 2/m 2/d      I 4_1/a m d                      D4h^19  427  -I 4bd 2        2      4/mmm  D4h  37  4/mmmI 
142  I4_1/acd    I 4_1/a 2/c 2/d      I 4_1/a c d                      D4h^20  428  I 4bw 2aw -1bw  1      4/mmm  D4h  37  4/mmmI 
142  I4_1/acd    I 4_1/a 2/c 2/d      I 4_1/a c d                      D4h^20  429  -I 4bd 2c       2      4/mmm  D4h  37  4/mmmI 
143  P3          P 3                  P 3                              C3^1    430  P 3             std    3      C3   38  3P     
144  P3_1        P 3_1                P 3_1                            C3^2    431  P 31            std    3      C3   38  3P     
145  P3_2        P 3_2                P 3_2                            C3^3    432  P 32            std    3      C3   38  3P     
146  R3          R 3                  R 3                              C3^4    433  R 3             H      3      C3   39  3R     
146  R3          R 3                  R 3                              C3^4    434  P 3*            R      3      C3   39  3R     
147  P-3         P -3                 P -3                             C3i^1   435  -P 3            std    -3     C3i  40  -3P    
148  R-3         R -3                 R -3                             C3i^2   436  -R 3            H      -3     C3i  41  -3R    
148  R-3         R -3                 R -3                             C3i^2   437  -P 3*           R      -3     C3i  41  -3R    
149  P312        P 3 1 2              P 3 1 2                          D3^1    438  P 3 2           std    32     D3   42  312P   
150  P321        P 3 2 1              P 3 2 1                          D3^2    439  P 3 2"          std    32     D3   43  321P   
151  P3_112      P 3_1 1 2            P 3_1 1 2                        D3^3    440  P 31 2 (0 0 4)  std    32     D3   42  312P   
152  P3_121      P 3_1 2 1            P 3_1 2 1                        D3^4    441  P 31 2"         std    32     D3   43  321P   
153  P3_212      P 3_2 1 2            P 3_2 1 2                        D3^5    442  P 32 2 (0 0 2)  std    32     D3   42  312P   
